macro_domain,subdomain,micro_domain,audience_hint,problem_hint,format_hint,risk_level,priority,language,country,notes
hobby,hobby_organisation,Hobby Organisation für Pflegende Angehoerige,pflegende_angehoerige,ueberblick behalten und struktur schaffen,workbook,high,63,de,DE,micro domain #725
hobby,hobby_organisation,Hobby Organisation für Fachkraefte,fachkraefte,fehler vermeiden und qualitaet sichern,leitfaden,high,59,de,DE,micro domain #726
hobby,hobby_organisation,Hobby Organisation für Fuehrungskraefte,fuehrungskraefte,kosten senken und budget einhalten,praxisbuch,high,60,de,DE,micro domain #727
hobby,hobby_organisation,Hobby Organisation für Schichtarbeiter,schichtarbeiter,motivation finden und dranbleiben,vorlagenbuch,high,61,de,DE,micro domain #728
hobby,hobby_organisation,Hobby Organisation für Berufstaetige,berufstaetige,richtige methode erlernen,arbeitsbuch,high,62,de,DE,micro domain #729
hobby,hobby_organisation,Hobby Organisation für Jugendliche,jugendliche,alltag vereinfachen und routine aufbauen,ratgeber,high,63,de,DE,micro domain #730
hobby,hobby_dokumentation,Hobby Dokumentation für Studenten,studenten,sicherer im umgang werden,planer,low,60,de,DE,micro domain #731
hobby,hobby_dokumentation,Hobby Dokumentation für Schueler,schueler,besser verstehen und anwenden,tagebuch,low,61,de,DE,micro domain #732
hobby,hobby_dokumentation,Hobby Dokumentation für Rentner,rentner,ergebnisse verbessern und optimieren,trainingsjournal,low,62,de,DE,micro domain #733
hobby,hobby_dokumentation,Hobby Dokumentation für Pflegende Angehoerige,pflegende_angehoerige,zeit sparen und effizienter arbeiten,workbook,low,63,de,DE,micro domain #734
hobby,hobby_dokumentation,Hobby Dokumentation für Fachkraefte,fachkraefte,ueberblick behalten und struktur schaffen,leitfaden,low,64,de,DE,micro domain #735
hobby,hobby_dokumentation,Hobby Dokumentation für Fuehrungskraefte,fuehrungskraefte,fehler vermeiden und qualitaet sichern,praxisbuch,low,60,de,DE,micro domain #736
hobby,hobby_dokumentation,Hobby Dokumentation für Schichtarbeiter,schichtarbeiter,kosten senken und budget einhalten,vorlagenbuch,low,61,de,DE,micro domain #737
hobby,hobby_dokumentation,Hobby Dokumentation für Berufstaetige,berufstaetige,motivation finden und dranbleiben,arbeitsbuch,low,62,de,DE,micro domain #738
hobby,hobby_dokumentation,Hobby Dokumentation für Jugendliche,jugendliche,richtige methode erlernen,ratgeber,low,63,de,DE,micro domain #739
hobby,hobby_dokumentation,Hobby Dokumentation für Erwachsene,erwachsene,alltag vereinfachen und routine aufbauen,checkliste,low,64,de,DE,micro domain #740
hobby,hobby_planung,Hobby Planung für Schueler,schueler,sicherer im umgang werden,tagebuch,low,61,de,DE,micro domain #741
hobby,hobby_planung,Hobby Planung für Rentner,rentner,besser verstehen und anwenden,trainingsjournal,low,62,de,DE,micro domain #742
hobby,hobby_planung,Hobby Planung für Pflegende Angehoerige,pflegende_angehoerige,ergebnisse verbessern und optimieren,workbook,low,63,de,DE,micro domain #743
hobby,hobby_planung,Hobby Planung für Fachkraefte,fachkraefte,zeit sparen und effizienter arbeiten,leitfaden,low,64,de,DE,micro domain #744
hobby,hobby_planung,Hobby Planung für Fuehrungskraefte,fuehrungskraefte,ueberblick behalten und struktur schaffen,praxisbuch,low,65,de,DE,micro domain #745
hobby,hobby_planung,Hobby Planung für Schichtarbeiter,schichtarbeiter,fehler vermeiden und qualitaet sichern,vorlagenbuch,low,61,de,DE,micro domain #746
hobby,hobby_planung,Hobby Planung für Berufstaetige,berufstaetige,kosten senken und budget einhalten,arbeitsbuch,low,62,de,DE,micro domain #747
hobby,hobby_planung,Hobby Planung für Jugendliche,jugendliche,motivation finden und dranbleiben,ratgeber,low,63,de,DE,micro domain #748
hobby,hobby_planung,Hobby Planung für Erwachsene,erwachsene,richtige methode erlernen,checkliste,low,64,de,DE,micro domain #749
hobby,hobby_planung,Hobby Planung für Anfaenger,anfaenger,alltag vereinfachen und routine aufbauen,planer,low,65,de,DE,micro domain #750
hobby,hobby_optimierung,Hobby Optimierung für Rentner,rentner,sicherer im umgang werden,trainingsjournal,low,57,de,DE,micro domain #751
hobby,hobby_optimierung,Hobby Optimierung für Pflegende Angehoerige,pflegende_angehoerige,besser verstehen und anwenden,workbook,low,58,de,DE,micro domain #752
hobby,hobby_optimierung,Hobby Optimierung für Fachkraefte,fachkraefte,ergebnisse verbessern und optimieren,leitfaden,low,59,de,DE,micro domain #753
hobby,hobby_optimierung,Hobby Optimierung für Fuehrungskraefte,fuehrungskraefte,zeit sparen und effizienter arbeiten,praxisbuch,low,60,de,DE,micro domain #754
hobby,hobby_optimierung,Hobby Optimierung für Schichtarbeiter,schichtarbeiter,ueberblick behalten und struktur schaffen,vorlagenbuch,low,61,de,DE,micro domain #755
hobby,hobby_optimierung,Hobby Optimierung für Berufstaetige,berufstaetige,fehler vermeiden und qualitaet sichern,arbeitsbuch,low,57,de,DE,micro domain #756
hobby,hobby_optimierung,Hobby Optimierung für Jugendliche,jugendliche,kosten senken und budget einhalten,ratgeber,low,58,de,DE,micro domain #757
hobby,hobby_optimierung,Hobby Optimierung für Erwachsene,erwachsene,motivation finden und dranbleiben,checkliste,low,59,de,DE,micro domain #758
hobby,hobby_optimierung,Hobby Optimierung für Anfaenger,anfaenger,richtige methode erlernen,planer,low,60,de,DE,micro domain #759
hobby,hobby_optimierung,Hobby Optimierung für Einsteiger,einsteiger,alltag vereinfachen und routine aufbauen,tagebuch,low,61,de,DE,micro domain #760
hobby,hobby_pflege,Hobby Pflege für Pflegende Angehoerige,pflegende_angehoerige,sicherer im umgang werden,workbook,low,58,de,DE,micro domain #761
hobby,hobby_pflege,Hobby Pflege für Fachkraefte,fachkraefte,besser verstehen und anwenden,leitfaden,low,59,de,DE,micro domain #762
hobby,hobby_pflege,Hobby Pflege für Fuehrungskraefte,fuehrungskraefte,ergebnisse verbessern und optimieren,praxisbuch,low,60,de,DE,micro domain #763
hobby,hobby_pflege,Hobby Pflege für Schichtarbeiter,schichtarbeiter,zeit sparen und effizienter arbeiten,vorlagenbuch,low,61,de,DE,micro domain #764
hobby,hobby_pflege,Hobby Pflege für Berufstaetige,berufstaetige,ueberblick behalten und struktur schaffen,arbeitsbuch,low,62,de,DE,micro domain #765
hobby,hobby_pflege,Hobby Pflege für Jugendliche,jugendliche,fehler vermeiden und qualitaet sichern,ratgeber,low,58,de,DE,micro domain #766
hobby,hobby_pflege,Hobby Pflege für Erwachsene,erwachsene,kosten senken und budget einhalten,checkliste,low,59,de,DE,micro domain #767
hobby,hobby_pflege,Hobby Pflege für Anfaenger,anfaenger,motivation finden und dranbleiben,planer,low,60,de,DE,micro domain #768
hobby,hobby_pflege,Hobby Pflege für Einsteiger,einsteiger,richtige methode erlernen,tagebuch,low,61,de,DE,micro domain #769
hobby,hobby_pflege,Hobby Pflege für Fortgeschrittene,fortgeschrittene,alltag vereinfachen und routine aufbauen,trainingsjournal,low,62,de,DE,micro domain #770
hobby,hobby_training,Hobby Training für Fachkraefte,fachkraefte,sicherer im umgang werden,leitfaden,low,59,de,DE,micro domain #771
hobby,hobby_training,Hobby Training für Fuehrungskraefte,fuehrungskraefte,besser verstehen und anwenden,praxisbuch,low,60,de,DE,micro domain #772
hobby,hobby_training,Hobby Training für Schichtarbeiter,schichtarbeiter,ergebnisse verbessern und optimieren,vorlagenbuch,low,61,de,DE,micro domain #773
hobby,hobby_training,Hobby Training für Berufstaetige,berufstaetige,zeit sparen und effizienter arbeiten,arbeitsbuch,low,62,de,DE,micro domain #774
hobby,hobby_training,Hobby Training für Jugendliche,jugendliche,ueberblick behalten und struktur schaffen,ratgeber,low,63,de,DE,micro domain #775
hobby,hobby_training,Hobby Training für Erwachsene,erwachsene,fehler vermeiden und qualitaet sichern,checkliste,low,59,de,DE,micro domain #776
hobby,hobby_training,Hobby Training für Anfaenger,anfaenger,kosten senken und budget einhalten,planer,low,60,de,DE,micro domain #777
hobby,hobby_training,Hobby Training für Einsteiger,einsteiger,motivation finden und dranbleiben,tagebuch,low,61,de,DE,micro domain #778
hobby,hobby_training,Hobby Training für Fortgeschrittene,fortgeschrittene,richtige methode erlernen,trainingsjournal,low,62,de,DE,micro domain #779
hobby,hobby_training,Hobby Training für Senioren,senioren,alltag vereinfachen und routine aufbauen,workbook,low,63,de,DE,micro domain #780
hobby,hobby_beratung,Hobby Beratung für Fuehrungskraefte,fuehrungskraefte,sicherer im umgang werden,praxisbuch,low,60,de,DE,micro domain #781
hobby,hobby_beratung,Hobby Beratung für Schichtarbeiter,schichtarbeiter,besser verstehen und anwenden,vorlagenbuch,low,61,de,DE,micro domain #782
hobby,hobby_beratung,Hobby Beratung für Berufstaetige,berufstaetige,ergebnisse verbessern und optimieren,arbeitsbuch,low,62,de,DE,micro domain #783
hobby,hobby_beratung,Hobby Beratung für Jugendliche,jugendliche,zeit sparen und effizienter arbeiten,ratgeber,low,63,de,DE,micro domain #784
hobby,hobby_beratung,Hobby Beratung für Erwachsene,erwachsene,ueberblick behalten und struktur schaffen,checkliste,low,64,de,DE,micro domain #785
hobby,hobby_beratung,Hobby Beratung für Anfaenger,anfaenger,fehler vermeiden und qualitaet sichern,planer,low,60,de,DE,micro domain #786
hobby,hobby_beratung,Hobby Beratung für Einsteiger,einsteiger,kosten senken und budget einhalten,tagebuch,low,61,de,DE,micro domain #787
hobby,hobby_beratung,Hobby Beratung für Fortgeschrittene,fortgeschrittene,motivation finden und dranbleiben,trainingsjournal,low,62,de,DE,micro domain #788
hobby,hobby_beratung,Hobby Beratung für Senioren,senioren,richtige methode erlernen,workbook,low,63,de,DE,micro domain #789
hobby,hobby_beratung,Hobby Beratung für Eltern,eltern,alltag vereinfachen und routine aufbauen,leitfaden,low,64,de,DE,micro domain #790
hobby,hobby_hilfe,Hobby Hilfe für Schichtarbeiter,schichtarbeiter,sicherer im umgang werden,vorlagenbuch,medium,61,de,DE,micro domain #791
hobby,hobby_hilfe,Hobby Hilfe für Berufstaetige,berufstaetige,besser verstehen und anwenden,arbeitsbuch,medium,62,de,DE,micro domain #792
hobby,hobby_hilfe,Hobby Hilfe für Jugendliche,jugendliche,ergebnisse verbessern und optimieren,ratgeber,medium,63,de,DE,micro domain #793
hobby,hobby_hilfe,Hobby Hilfe für Erwachsene,erwachsene,zeit sparen und effizienter arbeiten,checkliste,medium,64,de,DE,micro domain #794
hobby,hobby_hilfe,Hobby Hilfe für Anfaenger,anfaenger,ueberblick behalten und struktur schaffen,planer,medium,65,de,DE,micro domain #795
hobby,hobby_hilfe,Hobby Hilfe für Einsteiger,einsteiger,fehler vermeiden und qualitaet sichern,tagebuch,medium,61,de,DE,micro domain #796
hobby,hobby_hilfe,Hobby Hilfe für Fortgeschrittene,fortgeschrittene,kosten senken und budget einhalten,trainingsjournal,medium,62,de,DE,micro domain #797
hobby,hobby_hilfe,Hobby Hilfe für Senioren,senioren,motivation finden und dranbleiben,workbook,medium,63,de,DE,micro domain #798
hobby,hobby_hilfe,Hobby Hilfe für Eltern,eltern,richtige methode erlernen,leitfaden,medium,64,de,DE,micro domain #799
hobby,hobby_hilfe,Hobby Hilfe für Alleinerziehende,alleinerziehende,alltag vereinfachen und routine aufbauen,praxisbuch,medium,65,de,DE,micro domain #800
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Freelancer,freelancer,besser verstehen und anwenden,arbeitsbuch,medium,58,de,DE,micro domain #801
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Kleinunternehmer,kleinunternehmer,ergebnisse verbessern und optimieren,ratgeber,medium,59,de,DE,micro domain #802
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Studenten,studenten,zeit sparen und effizienter arbeiten,checkliste,medium,60,de,DE,micro domain #803
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Schueler,schueler,ueberblick behalten und struktur schaffen,planer,medium,61,de,DE,micro domain #804
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Rentner,rentner,fehler vermeiden und qualitaet sichern,tagebuch,medium,62,de,DE,micro domain #805
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Pflegende Angehoerige,pflegende_angehoerige,kosten senken und budget einhalten,trainingsjournal,medium,58,de,DE,micro domain #806
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Fachkraefte,fachkraefte,motivation finden und dranbleiben,workbook,medium,59,de,DE,micro domain #807
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Fuehrungskraefte,fuehrungskraefte,richtige methode erlernen,leitfaden,medium,60,de,DE,micro domain #808
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Schichtarbeiter,schichtarbeiter,alltag vereinfachen und routine aufbauen,praxisbuch,medium,61,de,DE,micro domain #809
admin_recht,admin_recht_grundlagen,Admin Recht Grundlagen für Berufstaetige,berufstaetige,sicherer im umgang werden,vorlagenbuch,medium,62,de,DE,micro domain #810
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Kleinunternehmer,kleinunternehmer,besser verstehen und anwenden,ratgeber,high,59,de,DE,micro domain #811
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Studenten,studenten,ergebnisse verbessern und optimieren,checkliste,high,60,de,DE,micro domain #812
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Schueler,schueler,zeit sparen und effizienter arbeiten,planer,high,61,de,DE,micro domain #813
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Rentner,rentner,ueberblick behalten und struktur schaffen,tagebuch,high,62,de,DE,micro domain #814
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Pflegende Angehoerige,pflegende_angehoerige,fehler vermeiden und qualitaet sichern,trainingsjournal,high,63,de,DE,micro domain #815
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Fachkraefte,fachkraefte,kosten senken und budget einhalten,workbook,high,59,de,DE,micro domain #816
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Fuehrungskraefte,fuehrungskraefte,motivation finden und dranbleiben,leitfaden,high,60,de,DE,micro domain #817
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Schichtarbeiter,schichtarbeiter,richtige methode erlernen,praxisbuch,high,61,de,DE,micro domain #818
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Berufstaetige,berufstaetige,alltag vereinfachen und routine aufbauen,vorlagenbuch,high,62,de,DE,micro domain #819
admin_recht,admin_recht_fortgeschritten,Admin Recht Fortgeschritten für Jugendliche,jugendliche,sicherer im umgang werden,arbeitsbuch,high,63,de,DE,micro domain #820
admin_recht,admin_recht_organisation,Admin Recht Organisation für Studenten,studenten,besser verstehen und anwenden,checkliste,low,60,de,DE,micro domain #821
admin_recht,admin_recht_organisation,Admin Recht Organisation für Schueler,schueler,ergebnisse verbessern und optimieren,planer,low,61,de,DE,micro domain #822
admin_recht,admin_recht_organisation,Admin Recht Organisation für Rentner,rentner,zeit sparen und effizienter arbeiten,tagebuch,low,62,de,DE,micro domain #823
admin_recht,admin_recht_organisation,Admin Recht Organisation für Pflegende Angehoerige,pflegende_angehoerige,ueberblick behalten und struktur schaffen,trainingsjournal,low,63,de,DE,micro domain #824
admin_recht,admin_recht_organisation,Admin Recht Organisation für Fachkraefte,fachkraefte,fehler vermeiden und qualitaet sichern,workbook,low,64,de,DE,micro domain #825
admin_recht,admin_recht_organisation,Admin Recht Organisation für Fuehrungskraefte,fuehrungskraefte,kosten senken und budget einhalten,leitfaden,low,60,de,DE,micro domain #826
admin_recht,admin_recht_organisation,Admin Recht Organisation für Schichtarbeiter,schichtarbeiter,motivation finden und dranbleiben,praxisbuch,low,61,de,DE,micro domain #827
admin_recht,admin_recht_organisation,Admin Recht Organisation für Berufstaetige,berufstaetige,richtige methode erlernen,vorlagenbuch,low,62,de,DE,micro domain #828
admin_recht,admin_recht_organisation,Admin Recht Organisation für Jugendliche,jugendliche,alltag vereinfachen und routine aufbauen,arbeitsbuch,low,63,de,DE,micro domain #829
admin_recht,admin_recht_organisation,Admin Recht Organisation für Erwachsene,erwachsene,sicherer im umgang werden,ratgeber,low,64,de,DE,micro domain #830
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Schueler,schueler,besser verstehen und anwenden,planer,low,61,de,DE,micro domain #831
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Rentner,rentner,ergebnisse verbessern und optimieren,tagebuch,low,62,de,DE,micro domain #832
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Pflegende Angehoerige,pflegende_angehoerige,zeit sparen und effizienter arbeiten,trainingsjournal,low,63,de,DE,micro domain #833
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Fachkraefte,fachkraefte,ueberblick behalten und struktur schaffen,workbook,low,64,de,DE,micro domain #834
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Fuehrungskraefte,fuehrungskraefte,fehler vermeiden und qualitaet sichern,leitfaden,low,65,de,DE,micro domain #835
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Schichtarbeiter,schichtarbeiter,kosten senken und budget einhalten,praxisbuch,low,61,de,DE,micro domain #836
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Berufstaetige,berufstaetige,motivation finden und dranbleiben,vorlagenbuch,low,62,de,DE,micro domain #837
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Jugendliche,jugendliche,richtige methode erlernen,arbeitsbuch,low,63,de,DE,micro domain #838
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Erwachsene,erwachsene,alltag vereinfachen und routine aufbauen,ratgeber,low,64,de,DE,micro domain #839
admin_recht,admin_recht_dokumentation,Admin Recht Dokumentation für Anfaenger,anfaenger,sicherer im umgang werden,checkliste,low,65,de,DE,micro domain #840
admin_recht,admin_recht_planung,Admin Recht Planung für Rentner,rentner,besser verstehen und anwenden,tagebuch,low,62,de,DE,micro domain #841
admin_recht,admin_recht_planung,Admin Recht Planung für Pflegende Angehoerige,pflegende_angehoerige,ergebnisse verbessern und optimieren,trainingsjournal,low,63,de,DE,micro domain #842
admin_recht,admin_recht_planung,Admin Recht Planung für Fachkraefte,fachkraefte,zeit sparen und effizienter arbeiten,workbook,low,64,de,DE,micro domain #843
admin_recht,admin_recht_planung,Admin Recht Planung für Fuehrungskraefte,fuehrungskraefte,ueberblick behalten und struktur schaffen,leitfaden,low,65,de,DE,micro domain #844
admin_recht,admin_recht_planung,Admin Recht Planung für Schichtarbeiter,schichtarbeiter,fehler vermeiden und qualitaet sichern,praxisbuch,low,66,de,DE,micro domain #845
admin_recht,admin_recht_planung,Admin Recht Planung für Berufstaetige,berufstaetige,kosten senken und budget einhalten,vorlagenbuch,low,62,de,DE,micro domain #846
admin_recht,admin_recht_planung,Admin Recht Planung für Jugendliche,jugendliche,motivation finden und dranbleiben,arbeitsbuch,low,63,de,DE,micro domain #847
admin_recht,admin_recht_planung,Admin Recht Planung für Erwachsene,erwachsene,richtige methode erlernen,ratgeber,low,64,de,DE,micro domain #848
admin_recht,admin_recht_planung,Admin Recht Planung für Anfaenger,anfaenger,alltag vereinfachen und routine aufbauen,checkliste,low,65,de,DE,micro domain #849
admin_recht,admin_recht_planung,Admin Recht Planung für Einsteiger,einsteiger,sicherer im umgang werden,planer,low,66,de,DE,micro domain #850
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Pflegende Angehoerige,pflegende_angehoerige,besser verstehen und anwenden,trainingsjournal,low,58,de,DE,micro domain #851
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Fachkraefte,fachkraefte,ergebnisse verbessern und optimieren,workbook,low,59,de,DE,micro domain #852
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Fuehrungskraefte,fuehrungskraefte,zeit sparen und effizienter arbeiten,leitfaden,low,60,de,DE,micro domain #853
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Schichtarbeiter,schichtarbeiter,ueberblick behalten und struktur schaffen,praxisbuch,low,61,de,DE,micro domain #854
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Berufstaetige,berufstaetige,fehler vermeiden und qualitaet sichern,vorlagenbuch,low,62,de,DE,micro domain #855
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Jugendliche,jugendliche,kosten senken und budget einhalten,arbeitsbuch,low,58,de,DE,micro domain #856
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Erwachsene,erwachsene,motivation finden und dranbleiben,ratgeber,low,59,de,DE,micro domain #857
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Anfaenger,anfaenger,richtige methode erlernen,checkliste,low,60,de,DE,micro domain #858
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Einsteiger,einsteiger,alltag vereinfachen und routine aufbauen,planer,low,61,de,DE,micro domain #859
admin_recht,admin_recht_optimierung,Admin Recht Optimierung für Fortgeschrittene,fortgeschrittene,sicherer im umgang werden,tagebuch,low,62,de,DE,micro domain #860
admin_recht,admin_recht_pflege,Admin Recht Pflege für Fachkraefte,fachkraefte,besser verstehen und anwenden,workbook,low,59,de,DE,micro domain #861
admin_recht,admin_recht_pflege,Admin Recht Pflege für Fuehrungskraefte,fuehrungskraefte,ergebnisse verbessern und optimieren,leitfaden,low,60,de,DE,micro domain #862
admin_recht,admin_recht_pflege,Admin Recht Pflege für Schichtarbeiter,schichtarbeiter,zeit sparen und effizienter arbeiten,praxisbuch,low,61,de,DE,micro domain #863
admin_recht,admin_recht_pflege,Admin Recht Pflege für Berufstaetige,berufstaetige,ueberblick behalten und struktur schaffen,vorlagenbuch,low,62,de,DE,micro domain #864
admin_recht,admin_recht_pflege,Admin Recht Pflege für Jugendliche,jugendliche,fehler vermeiden und qualitaet sichern,arbeitsbuch,low,63,de,DE,micro domain #865
admin_recht,admin_recht_pflege,Admin Recht Pflege für Erwachsene,erwachsene,kosten senken und budget einhalten,ratgeber,low,59,de,DE,micro domain #866
admin_recht,admin_recht_pflege,Admin Recht Pflege für Anfaenger,anfaenger,motivation finden und dranbleiben,checkliste,low,60,de,DE,micro domain #867
admin_recht,admin_recht_pflege,Admin Recht Pflege für Einsteiger,einsteiger,richtige methode erlernen,planer,low,61,de,DE,micro domain #868
admin_recht,admin_recht_pflege,Admin Recht Pflege für Fortgeschrittene,fortgeschrittene,alltag vereinfachen und routine aufbauen,tagebuch,low,62,de,DE,micro domain #869
admin_recht,admin_recht_pflege,Admin Recht Pflege für Senioren,senioren,sicherer im umgang werden,trainingsjournal,low,63,de,DE,micro domain #870
admin_recht,admin_recht_training,Admin Recht Training für Fuehrungskraefte,fuehrungskraefte,besser verstehen und anwenden,leitfaden,low,60,de,DE,micro domain #871
admin_recht,admin_recht_training,Admin Recht Training für Schichtarbeiter,schichtarbeiter,ergebnisse verbessern und optimieren,praxisbuch,low,61,de,DE,micro domain #872
admin_recht,admin_recht_training,Admin Recht Training für Berufstaetige,berufstaetige,zeit sparen und effizienter arbeiten,vorlagenbuch,low,62,de,DE,micro domain #873
admin_recht,admin_recht_training,Admin Recht Training für Jugendliche,jugendliche,ueberblick behalten und struktur schaffen,arbeitsbuch,low,63,de,DE,micro domain #874
admin_recht,admin_recht_training,Admin Recht Training für Erwachsene,erwachsene,fehler vermeiden und qualitaet sichern,ratgeber,low,64,de,DE,micro domain #875
admin_recht,admin_recht_training,Admin Recht Training für Anfaenger,anfaenger,kosten senken und budget einhalten,checkliste,low,60,de,DE,micro domain #876
admin_recht,admin_recht_training,Admin Recht Training für Einsteiger,einsteiger,motivation finden und dranbleiben,planer,low,61,de,DE,micro domain #877
admin_recht,admin_recht_training,Admin Recht Training für Fortgeschrittene,fortgeschrittene,richtige methode erlernen,tagebuch,low,62,de,DE,micro domain #878
admin_recht,admin_recht_training,Admin Recht Training für Senioren,senioren,alltag vereinfachen und routine aufbauen,trainingsjournal,low,63,de,DE,micro domain #879
admin_recht,admin_recht_training,Admin Recht Training für Eltern,eltern,sicherer im umgang werden,workbook,low,64,de,DE,micro domain #880
admin_recht,admin_recht_beratung,Admin Recht Beratung für Schichtarbeiter,schichtarbeiter,besser verstehen und anwenden,praxisbuch,medium,61,de,DE,micro domain #881
admin_recht,admin_recht_beratung,Admin Recht Beratung für Berufstaetige,berufstaetige,ergebnisse verbessern und optimieren,vorlagenbuch,medium,62,de,DE,micro domain #882
admin_recht,admin_recht_beratung,Admin Recht Beratung für Jugendliche,jugendliche,zeit sparen und effizienter arbeiten,arbeitsbuch,medium,63,de,DE,micro domain #883
admin_recht,admin_recht_beratung,Admin Recht Beratung für Erwachsene,erwachsene,ueberblick behalten und struktur schaffen,ratgeber,medium,64,de,DE,micro domain #884
admin_recht,admin_recht_beratung,Admin Recht Beratung für Anfaenger,anfaenger,fehler vermeiden und qualitaet sichern,checkliste,medium,65,de,DE,micro domain #885
admin_recht,admin_recht_beratung,Admin Recht Beratung für Einsteiger,einsteiger,kosten senken und budget einhalten,planer,medium,61,de,DE,micro domain #886
admin_recht,admin_recht_beratung,Admin Recht Beratung für Fortgeschrittene,fortgeschrittene,motivation finden und dranbleiben,tagebuch,medium,62,de,DE,micro domain #887
admin_recht,admin_recht_beratung,Admin Recht Beratung für Senioren,senioren,richtige methode erlernen,trainingsjournal,medium,63,de,DE,micro domain #888
admin_recht,admin_recht_beratung,Admin Recht Beratung für Eltern,eltern,alltag vereinfachen und routine aufbauen,workbook,medium,64,de,DE,micro domain #889
admin_recht,admin_recht_beratung,Admin Recht Beratung für Alleinerziehende,alleinerziehende,sicherer im umgang werden,leitfaden,medium,65,de,DE,micro domain #890
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Berufstaetige,berufstaetige,besser verstehen und anwenden,vorlagenbuch,medium,62,de,DE,micro domain #891
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Jugendliche,jugendliche,ergebnisse verbessern und optimieren,arbeitsbuch,medium,63,de,DE,micro domain #892
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Erwachsene,erwachsene,zeit sparen und effizienter arbeiten,ratgeber,medium,64,de,DE,micro domain #893
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Anfaenger,anfaenger,ueberblick behalten und struktur schaffen,checkliste,medium,65,de,DE,micro domain #894
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Einsteiger,einsteiger,fehler vermeiden und qualitaet sichern,planer,medium,66,de,DE,micro domain #895
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Fortgeschrittene,fortgeschrittene,kosten senken und budget einhalten,tagebuch,medium,62,de,DE,micro domain #896
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Senioren,senioren,motivation finden und dranbleiben,trainingsjournal,medium,63,de,DE,micro domain #897
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Eltern,eltern,richtige methode erlernen,workbook,medium,64,de,DE,micro domain #898
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Alleinerziehende,alleinerziehende,alltag vereinfachen und routine aufbauen,leitfaden,medium,65,de,DE,micro domain #899
admin_recht,admin_recht_hilfe,Admin Recht Hilfe für Berufseinsteiger,berufseinsteiger,sicherer im umgang werden,praxisbuch,medium,66,de,DE,micro domain #900
karriere,karriere_grundlagen,Karriere Grundlagen für Kleinunternehmer,kleinunternehmer,ergebnisse verbessern und optimieren,arbeitsbuch,high,59,de,DE,micro domain #901
karriere,karriere_grundlagen,Karriere Grundlagen für Studenten,studenten,zeit sparen und effizienter arbeiten,ratgeber,high,60,de,DE,micro domain #902
karriere,karriere_grundlagen,Karriere Grundlagen für Schueler,schueler,ueberblick behalten und struktur schaffen,checkliste,high,61,de,DE,micro domain #903
karriere,karriere_grundlagen,Karriere Grundlagen für Rentner,rentner,fehler vermeiden und qualitaet sichern,planer,high,62,de,DE,micro domain #904
